phenocode,name,category,num_cases,num_controls,path_bucket,path_https
G6_MYOTDIS,Myotonic disorders,VI Diseases of the nervous system (G6_),179,339462,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_MYOTDIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_MYOTDIS.gz
G6_NARCOCATA,Narcolepsy and cataplexy,VI Diseases of the nervous system (G6_),157,264662,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_NARCOCATA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_NARCOCATA.gz
G6_NERPLEX,"Nerve, nerve root and plexus disorders",VI Diseases of the nervous system (G6_),41306,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_NERPLEX.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_NERPLEX.gz
G6_NEUATR,Systemic atrophies primarily affecting the central nervous system,VI Diseases of the nervous system (G6_),984,341515,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUATR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUATR.gz
G6_NEUINFL,Inflammatory diseases of the central nervous system,VI Diseases of the nervous system (G6_),2159,340340,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUINFL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUINFL.gz
G6_NEUROOTH,Other disorders of nervous system,VI Diseases of the nervous system (G6_),1503,318912,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUROOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_NEUROOTH.gz
G6_OTHDEMYEL,Other demyelinating diseases of the central nervous system,VI Diseases of the nervous system (G6_),899,340219,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_OTHDEMYEL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_OTHDEMYEL.gz
G6_OTHNEU,Other neurological diseases,VI Diseases of the nervous system (G6_),23587,318912,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_OTHNEU.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_OTHNEU.gz
G6_PARALOTHUNS,Other and unspecified paralytic syndromes,VI Diseases of the nervous system (G6_),316,339360,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_PARALOTHUNS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_PARALOTHUNS.gz
G6_PARDIPLE,"Paraplegia, diplegia of upper limbs",VI Diseases of the nervous system (G6_),534,339360,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_PARDIPLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_PARDIPLE.gz
G6_PARKINSON,Parkinson's disease,VI Diseases of the nervous system (G6_),3767,338732,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_PARKINSON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_PARKINSON.gz
G6_PERIPHOTH,Other disorders of peripheral nervous system,VI Diseases of the nervous system (G6_),123,336784,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_PERIPHOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_PERIPHOTH.gz
G6_PLANTAR,Lesion of plantar nerve,VI Diseases of the nervous system (G6_),1631,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_PLANTAR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_PLANTAR.gz
G6_POLYOTHUNS,"Other and unspecified polyneuropathies, also in other diseases",VI Diseases of the nervous system (G6_),4899,336784,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_POLYOTHUNS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_POLYOTHUNS.gz
G6_POSTOPNEURO,Postprocedural disorders of nervous system,VI Diseases of the nervous system (G6_),1870,318912,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTOPNEURO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTOPNEURO.gz
G6_POSTVIRFAT,Postviral fatigue syndrome,VI Diseases of the nervous system (G6_),137,318912,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTVIRFAT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTVIRFAT.gz
G6_POSTZOST,Postzoster neuralgia,VI Diseases of the nervous system (G6_),275,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTZOST.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_POSTZOST.gz
G6_RADLES,Lesion of radial nerve,VI Diseases of the nervous system (G6_),916,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_RADLES.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_RADLES.gz
G6_ROOTPLEXOTHUNS,"Other and unspecified nerve root and plexus disorders, also in other diseases",VI Diseases of the nervous system (G6_),4478,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_ROOTPLEXOTHUNS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_ROOTPLEXOTHUNS.gz
G6_SCIALE,Lesion of sciatic nerve,VI Diseases of the nervous system (G6_),1257,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SCIALE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SCIALE.gz
G6_SLEEPAPNO,Sleep apnoea,VI Diseases of the nervous system (G6_),33423,307648,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPAPNO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPAPNO.gz
G6_SLEEPAPNO_INCLAVO,"Sleep apnoea, including avohilmo",VI Diseases of the nervous system (G6_),35441,307058,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPAPNO_INCLAVO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPAPNO_INCLAVO.gz
G6_SLEEPDISOTH,Other sleep disorders,VI Diseases of the nervous system (G6_),2820,264662,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPDISOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SLEEPDISOTH.gz
G6_SPINAMUSCOTH,Other and unspecified spinal muscular atrophies,VI Diseases of the nervous system (G6_),197,341515,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SPINAMUSCOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SPINAMUSCOTH.gz
G6_SPINOTH,Other diseases of spinal cord,VI Diseases of the nervous system (G6_),709,318912,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_SPINOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_SPINOTH.gz
G6_STATUSEPI,Status epilepticus,VI Diseases of the nervous system (G6_),919,264662,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_STATUSEPI.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_STATUSEPI.gz
G6_TARSTUN,Tarsal tunnel syndrome,VI Diseases of the nervous system (G6_),219,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_TARSTUN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_TARSTUN.gz
G6_TETRAPLE,Tetraplegia,VI Diseases of the nervous system (G6_),164,339360,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_TETRAPLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_TETRAPLE.gz
G6_TRINEU,Trigeminal neuralgia,VI Diseases of the nervous system (G6_),1421,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_TRINEU.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_TRINEU.gz
G6_TRIOTHUNS,Other and unspecified trigeminal disorders,VI Diseases of the nervous system (G6_),366,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_TRIOTHUNS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_TRIOTHUNS.gz
G6_ULLNLE,Lesion of ulnar nerve,VI Diseases of the nervous system (G6_),3666,301193,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_ULLNLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_ULLNLE.gz
G6_XTRAPYR,Extrapyramidal and movement disorders,VI Diseases of the nervous system (G6_),8641,333858,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_XTRAPYR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_XTRAPYR.gz
G6_XTRAPYROTH,Other extrapyramidal and movement disorders in other diseases,VI Diseases of the nervous system (G6_),3959,333858,gs://finngen-public-data-r8/summary_stats/finngen_R8_G6_XTRAPYROTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_G6_XTRAPYROTH.gz
GE,Generalized epilepsy,VI Diseases of the nervous system (G6_),1160,332143,gs://finngen-public-data-r8/summary_stats/finngen_R8_GE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GE.gz
GE_MODE,"Generalized epilepsy, mode (most common among epilepsy diagnosis)",VI Diseases of the nervous system (G6_),1988,332145,gs://finngen-public-data-r8/summary_stats/finngen_R8_GE_MODE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GE_MODE.gz
GE_STRICT,"Generalized epilepsy, strict definition",VI Diseases of the nervous system (G6_),601,332143,gs://finngen-public-data-r8/summary_stats/finngen_R8_GE_STRICT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GE_STRICT.gz
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM,Generalized skin eruption due to drugs and medicaments,XII Diseases of the skin and subcutaneous tissue (L12_),914,341585,gs://finngen-public-data-r8/summary_stats/finngen_R8_GENERALI_SKIN_ERUPT_DRUGS_MEDICAM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GENERALI_SKIN_ERUPT_DRUGS_MEDICAM.gz
GEST_DIABETES,Gestational diabetes (for exclusion),,11279,179600,gs://finngen-public-data-r8/summary_stats/finngen_R8_GEST_DIABETES.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GEST_DIABETES.gz
GOUT_IDIO,Idiopathic gout,,1851,335038,gs://finngen-public-data-r8/summary_stats/finngen_R8_GOUT_IDIO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GOUT_IDIO.gz
GOUT_KIDNEY,Gout due to impairment of renal function,,205,335038,gs://finngen-public-data-r8/summary_stats/finngen_R8_GOUT_KIDNEY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GOUT_KIDNEY.gz
GOUT_NOS,"Gout, unspecified",,4607,335038,gs://finngen-public-data-r8/summary_stats/finngen_R8_GOUT_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GOUT_NOS.gz
GOUT_STRICT,"Gout, strict definition",,3768,336797,gs://finngen-public-data-r8/summary_stats/finngen_R8_GOUT_STRICT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GOUT_STRICT.gz
GRAVES_OPHT,Graves ophthalmopathy,"IV Endocrine, nutritional and metabolic diseases (E4_)",566,341933,gs://finngen-public-data-r8/summary_stats/finngen_R8_GRAVES_OPHT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_GRAVES_OPHT.gz
H7_ALLERGICCONJUNCTIVITIS,Allergic conjunctivitis,VII Diseases of the eye and adnexa (H7_),18321,324178,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_ALLERGICCONJUNCTIVITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_ALLERGICCONJUNCTIVITIS.gz
H7_AMBLYANOPSIA,Amblyopia ex anopsia,VII Diseases of the eye and adnexa (H7_),916,327640,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_AMBLYANOPSIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_AMBLYANOPSIA.gz
H7_AMD,Age-related macular degeneration (whether dry or wet),VII Diseases of the eye and adnexa (H7_),7582,318039,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_AMD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_AMD.gz
H7_ANISOMETROPIA,Anisometropia and aniseikonia,VII Diseases of the eye and adnexa (H7_),678,328688,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_ANISOMETROPIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_ANISOMETROPIA.gz
H7_ANOMAPUPFUNC,Anomalies of pupillary function,VII Diseases of the eye and adnexa (H7_),436,338998,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_ANOMAPUPFUNC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_ANOMAPUPFUNC.gz
H7_APHAKIA,Aphakia,VII Diseases of the eye and adnexa (H7_),424,287330,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_APHAKIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_APHAKIA.gz
H7_ASTIGMATISM,Astigmatism,VII Diseases of the eye and adnexa (H7_),1285,328688,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_ASTIGMATISM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_ASTIGMATISM.gz
H7_BCKRNDRETINOPAT,Background retinopathy and retinal vascular changes,VII Diseases of the eye and adnexa (H7_),455,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BCKRNDRETINOPAT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BCKRNDRETINOPAT.gz
H7_BINOCUMOVNAS,Other and unspecified disorders of binocular movement,VII Diseases of the eye and adnexa (H7_),126,328688,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BINOCUMOVNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BINOCUMOVNAS.gz
H7_BINOCUMOVOTH,Other disorders of binocular movement,VII Diseases of the eye and adnexa (H7_),522,328688,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BINOCUMOVOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BINOCUMOVOTH.gz
H7_BINODISTOTH,Other disorders of binocular vision,VII Diseases of the eye and adnexa (H7_),290,327640,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BINODISTOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BINODISTOTH.gz
H7_BLEPHAROCHALASIS,Blepharochalasis,VII Diseases of the eye and adnexa (H7_),7408,314292,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BLEPHAROCHALASIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BLEPHAROCHALASIS.gz
H7_BLINDANDVISIMPAIRMENT,Visual impairment including blindness (binocular or monocular),VII Diseases of the eye and adnexa (H7_),1640,327640,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BLINDANDVISIMPAIRMENT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BLINDANDVISIMPAIRMENT.gz
H7_BLINDMONOCULAR,"Blindness, monocular",VII Diseases of the eye and adnexa (H7_),191,327640,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BLINDMONOCULAR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BLINDMONOCULAR.gz
H7_BULLKERATOPATHY,Bullous keratopathy,VII Diseases of the eye and adnexa (H7_),176,325475,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_BULLKERATOPATHY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_BULLKERATOPATHY.gz
H7_CATARACTOTHER,Other cataract,VII Diseases of the eye and adnexa (H7_),15001,287330,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CATARACTOTHER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CATARACTOTHER.gz
H7_CATARACTSENILE,Senile cataract,VII Diseases of the eye and adnexa (H7_),50961,287330,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CATARACTSENILE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CATARACTSENILE.gz
H7_CENTRRETARTOCC,Central retinal artery occlusion,VII Diseases of the eye and adnexa (H7_),475,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CENTRRETARTOCC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CENTRRETARTOCC.gz
H7_CHALAZION,Chalazion,VII Diseases of the eye and adnexa (H7_),3012,314292,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CHALAZION.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CHALAZION.gz
H7_CHORIORETINFLAM,Chorioretinal inflammation,VII Diseases of the eye and adnexa (H7_),648,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CHORIORETINFLAM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CHORIORETINFLAM.gz
H7_CHORNAS,Other specified and unspecified disorders of choroid,VII Diseases of the eye and adnexa (H7_),85,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CHORNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CHORNAS.gz
H7_CHOROIDOTH,Other disorders of choroid,VII Diseases of the eye and adnexa (H7_),314,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CHOROIDOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CHOROIDOTH.gz
H7_CHOROIDRETINA,Disorders of choroid and retina,VII Diseases of the eye and adnexa (H7_),28457,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CHOROIDRETINA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CHOROIDRETINA.gz
H7_CONJUHAEMOR,conjunctival haemorrhage,VII Diseases of the eye and adnexa (H7_),1601,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUHAEMOR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUHAEMOR.gz
H7_CONJUNAS,Other specified and unspecified disorders of conjunctiva,VII Diseases of the eye and adnexa (H7_),182,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNAS.gz
H7_CONJUNCTDEGDEPOT,conjunctival degenerations and deposits,VII Diseases of the eye and adnexa (H7_),510,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTDEGDEPOT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTDEGDEPOT.gz
H7_CONJUNCTIVITIS,Conjunctivitis,VII Diseases of the eye and adnexa (H7_),25326,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITIS.gz
H7_CONJUNCTIVITISACUNONATOPIC,"Conjunctivitis (acute, non atopic)",VII Diseases of the eye and adnexa (H7_),7827,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITISACUNONATOPIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITISACUNONATOPIC.gz
H7_CONJUNCTIVITISATOPIC,Atopic conjunctivitis,VII Diseases of the eye and adnexa (H7_),1050,314307,gs://finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITISATOPIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H7_CONJUNCTIVITISATOPIC.gz
